epoch,lr,train_loss,val_loss,mIoU,OA,NonLandslide_IoU,Landslide_IoU,NonLandslide_F1,Landslide_F1,Landslide_Precision,Landslide_Recall
42,6.262610478227528e-05,0.1566531586314415,0.3531332740978319,0.7102025151252747,0.9865473508834839,0.9864071607589722,0.43399786949157715,0.9931570887565613,0.6052978038787842,0.6083123683929443,0.6023129224777222
43,5.641660153804932e-05,0.1555390744091304,0.34730685341114903,0.7077533006668091,0.9855110049247742,0.9853507876396179,0.430155873298645,0.9926213622093201,0.6015510559082031,0.5685370564460754,0.638635516166687
44,5.046497434935074e-05,0.15257618406644838,0.3594493605652634,0.7020105123519897,0.9848645329475403,0.9846972823143005,0.41932371258735657,0.992289662361145,0.5908781886100769,0.5500902533531189,0.6381991505622864
45,4.4787536212611154e-05,0.15111355938137,0.3543016458044247,0.7091699242591858,0.9861196279525757,0.9859712719917297,0.43236854672431946,0.9929360747337341,0.6037113070487976,0.5906586050987244,0.6173539757728577
46,3.939984859112959e-05,0.1486075261402331,0.3508959152260605,0.7055831551551819,0.984847366809845,0.9846746325492859,0.4264916777610779,0.9922781586647034,0.5979588627815247,0.5479810237884521,0.6579678654670715
47,3.431667876218285e-05,0.145975382748043,0.3613704949009175,0.6997386813163757,0.9842676520347595,0.9840897917747498,0.4153876006603241,0.9919810891151428,0.5869594812393188,0.5332390666007996,0.6527165770530701
48,2.9551959340945366e-05,0.14608686329283568,0.3509641005068409,0.7041711211204529,0.9844951033592224,0.9843160510063171,0.424026221036911,0.9920960664749146,0.5955314636230469,0.5382175445556641,0.6665066480636597
49,2.5118750092159117e-05,0.14291039388700358,0.35085472136127704,0.7049810886383057,0.984724760055542,0.9845500588417053,0.4254120886325836,0.9922148585319519,0.5968970060348511,0.5445570945739746,0.660368025302887
50,2.1029202134226408e-05,0.14367573315664542,0.35559963158198765,0.7042080760002136,0.9847815632820129,0.9846093058586121,0.4238068163394928,0.9922449588775635,0.5953150391578674,0.5465714335441589,0.6536039113998413
51,1.7294524633839018e-05,0.14008674855513395,0.36717352672499054,0.6976909041404724,0.983997106552124,0.9838159084320068,0.4115658700466156,0.9918419718742371,0.5831337571144104,0.5264089107513428,0.6535602807998657
52,1.3924954082431155e-05,0.13823611521664403,0.355658508320244,0.7064265012741089,0.9853807091712952,0.9852192401885986,0.42763370275497437,0.9925546050071716,0.5990804433822632,0.5648107528686523,0.6377772688865662
53,1.0929726238668339e-05,0.13798658504285885,0.36067692454980343,0.7012952566146851,0.9843961596488953,0.9842190742492676,0.41837140917778015,0.9920467734336853,0.5899320840835571,0.5363699197769165,0.6553785800933838
54,8.317050813874547e-06,0.1383891213909831,0.3570829741808833,0.7044776678085327,0.9849492311477661,0.984780490398407,0.42417484521865845,0.9923319220542908,0.5956780314445496,0.5516249537467957,0.6473779678344727
55,6.094088969784287e-06,0.13615896396886112,0.3610030475927859,0.7033538818359375,0.9850738048553467,0.9849094748497009,0.4217982590198517,0.9923973679542542,0.5933306813240051,0.556180477142334,0.635798990726471
56,4.26693369029605e-06,0.13565389752372312,0.36144116654687997,0.7035672664642334,0.9851410388946533,0.9849779605865479,0.42215657234191895,0.992432177066803,0.5936850905418396,0.5582959651947021,0.6338642835617065
57,2.84059308102692e-06,0.1367651310272046,0.36149011242146395,0.7018551826477051,0.9846779108047485,0.9845066070556641,0.4192037582397461,0.992192804813385,0.5907590985298157,0.5443998575210571,0.6457487940788269
58,1.8189766424431264e-06,0.1368807992258333,0.3598647553093579,0.7038587331771851,0.9850227236747742,0.9848565459251404,0.42286092042922974,0.9923704862594604,0.5943812727928162,0.554263710975647,0.6407593488693237
59,1.204884554191212e-06,0.137016068299716,0.358458952757777,0.705531656742096,0.9853101968765259,0.9851483702659607,0.4259149134159088,0.9925186038017273,0.5973917841911316,0.5629158020019531,0.6363663077354431
60,1e-06,0.1354132103595209,0.3628090761145767,0.7009647488594055,0.9845927357673645,0.984420657157898,0.4175088405609131,0.9921491742134094,0.5890740156173706,0.5421910881996155,0.6448323726654053
