epoch,train_loss,val_loss,lr,miou,oa,non_iou,landslide_iou,landslide_f1,precision,recall,tn,fp,fn,tp,best_landslide_iou
31,0.526895,0.681883,1.4741128634477315e-05,0.698649,0.986542,0.986414,0.410883,0.582448,0.621411,0.548083,3922380.0,22955.0,31067.0,37678.0,0.46505317519366274
32,0.525754,0.748819,1.3984337282619027e-05,0.666719,0.985919,0.985812,0.347626,0.515909,0.62727,0.438126,3927438.0,17897.0,38626.0,30119.0,0.46505317519366274
33,0.524947,0.712416,1.3231700256916652e-05,0.686462,0.986784,0.986673,0.386251,0.55726,0.653641,0.48565,3927644.0,17691.0,35359.0,33386.0,0.46505317519366274
34,0.522956,0.688742,1.2485280483142488e-05,0.698583,0.987111,0.986994,0.410171,0.581733,0.654747,0.523369,3926363.0,18972.0,32766.0,35979.0,0.46505317519366274
35,0.520289,0.734546,1.1747123846013451e-05,0.675802,0.986616,0.986512,0.365092,0.534897,0.660601,0.449385,3929463.0,15872.0,37852.0,30893.0,0.46505317519366274
36,0.519632,0.746459,1.1019253581563263e-05,0.670053,0.986695,0.986597,0.353508,0.522358,0.678043,0.424816,3931468.0,13867.0,39541.0,29204.0,0.46505317519366274
37,0.519357,0.712723,1.0303664731593145e-05,0.688352,0.987158,0.987052,0.389651,0.56079,0.676869,0.478697,3929625.0,15710.0,35837.0,32908.0,0.46505317519366274
38,0.518291,0.721833,9.602318675400898e-06,0.684112,0.986668,0.986558,0.381665,0.552472,0.649801,0.4805,3927533.0,17802.0,35713.0,33032.0,0.46505317519366274
39,0.518729,0.762645,8.91713775377657e-06,0.663532,0.986792,0.986701,0.340363,0.507867,0.701677,0.397949,3933704.0,11631.0,41388.0,27357.0,0.46505317519366274
40,0.515938,0.70258,8.25e-06,0.693131,0.986726,0.986608,0.399655,0.571077,0.639348,0.515979,3925326.0,20009.0,33274.0,35471.0,0.46505317519366274
41,0.517169,0.7086,7.602733992282109e-06,0.690644,0.986796,0.986682,0.394606,0.565904,0.647554,0.502538,3926532.0,18803.0,34198.0,34547.0,0.46505317519366274
42,0.514394,0.757061,6.977113841759139e-06,0.665528,0.986487,0.98639,0.344666,0.512641,0.670372,0.414997,3931307.0,14028.0,40216.0,28529.0,0.46505317519366274
