epoch,train_loss,val_loss,lr,miou,oa,non_iou,landslide_iou,landslide_f1,precision,recall,tn,fp,fn,tp,best_landslide_iou
31,0.533675,0.815804,1.4741128634477315e-05,0.63826,0.985478,0.98539,0.291129,0.450968,0.639604,0.348258,3931845.0,13490.0,44804.0,23941.0,0.4348278059085879
32,0.531765,0.812727,1.3984337282619027e-05,0.642137,0.985383,0.985292,0.298983,0.460334,0.625976,0.364012,3930383.0,14952.0,43721.0,25024.0,0.4348278059085879
33,0.52936,0.779451,1.3231700256916652e-05,0.648715,0.985523,0.985427,0.312004,0.475614,0.626343,0.383359,3929613.0,15722.0,42391.0,26354.0,0.4348278059085879
34,0.526676,0.83279,1.2485280483142488e-05,0.631524,0.985842,0.985764,0.277283,0.434177,0.687898,0.317187,3935442.0,9893.0,46940.0,21805.0,0.4348278059085879
35,0.525519,0.789095,1.1747123846013451e-05,0.645554,0.985536,0.985443,0.305665,0.468213,0.63211,0.371809,3930459.0,14876.0,43185.0,25560.0,0.4348278059085879
36,0.524935,0.826901,1.1019253581563263e-05,0.637112,0.985682,0.985598,0.288626,0.44796,0.659343,0.33921,3933287.0,12048.0,45426.0,23319.0,0.4348278059085879
37,0.523386,0.846581,1.0303664731593145e-05,0.630433,0.985804,0.985727,0.275138,0.431543,0.686667,0.314641,3935465.0,9870.0,47115.0,21630.0,0.4348278059085879
38,0.526881,0.828876,9.602318675400898e-06,0.637714,0.985335,0.985246,0.290183,0.449832,0.629094,0.350076,3931146.0,14189.0,44679.0,24066.0,0.4348278059085879
39,0.523365,0.740798,8.91713775377657e-06,0.667131,0.986258,0.986157,0.348106,0.516437,0.649862,0.428468,3929465.0,15870.0,39290.0,29455.0,0.4348278059085879
40,0.520732,0.806083,8.25e-06,0.640775,0.985521,0.985432,0.296117,0.45693,0.638774,0.355677,3931508.0,13827.0,44294.0,24451.0,0.4348278059085879
41,0.520624,0.844277,7.602733992282109e-06,0.630424,0.985776,0.985699,0.27515,0.431557,0.683777,0.315267,3935312.0,10023.0,47072.0,21673.0,0.4348278059085879
42,0.520249,0.83534,6.977113841759139e-06,0.635531,0.98552,0.985435,0.285626,0.444338,0.648076,0.338061,3932715.0,12620.0,45505.0,23240.0,0.4348278059085879
43,0.520152,0.855351,6.374854329777358e-06,0.630453,0.985718,0.98564,0.275265,0.431698,0.677663,0.316736,3934978.0,10357.0,46971.0,21774.0,0.4348278059085879
44,0.51713,0.87264,5.7976062077965595e-06,0.625558,0.985661,0.985587,0.26553,0.419635,0.683866,0.302684,3935716.0,9619.0,47937.0,20808.0,0.4348278059085879
45,0.517798,0.835503,5.246951672795061e-06,0.634876,0.985719,0.985637,0.284114,0.442506,0.667518,0.330948,3934003.0,11332.0,45994.0,22751.0,0.4348278059085879
46,0.515553,0.850534,4.724400030577786e-06,0.631711,0.985589,0.985509,0.277912,0.434947,0.662077,0.323849,3933972.0,11363.0,46482.0,22263.0,0.4348278059085879
47,0.515562,0.836678,4.231383558873922e-06,0.634767,0.985776,0.985695,0.28384,0.442174,0.673251,0.329188,3934352.0,10983.0,46115.0,22630.0,0.4348278059085879
48,0.513971,0.849686,3.769253581563263e-06,0.631666,0.985742,0.985664,0.277669,0.434649,0.677215,0.320023,3934849.0,10486.0,46745.0,22000.0,0.4348278059085879
49,0.516104,0.84565,3.3392767647913527e-06,0.630988,0.985782,0.985705,0.276272,0.432936,0.68299,0.31691,3935223.0,10112.0,46959.0,21786.0,0.4348278059085879
50,0.515718,0.826699,2.9426316451256386e-06,0.639113,0.985585,0.985498,0.292729,0.452885,0.646973,0.348374,3932267.0,13068.0,44796.0,23949.0,0.4348278059085879
51,0.514373,0.844262,2.580405399268667e-06,0.633915,0.985666,0.985585,0.282244,0.440235,0.66464,0.329115,3933919.0,11416.0,46120.0,22625.0,0.4348278059085879
52,0.513085,0.837664,2.2535908641822855e-06,0.636506,0.985633,0.985549,0.287463,0.446558,0.656129,0.338454,3933141.0,12194.0,45478.0,23267.0,0.4348278059085879
53,0.512652,0.827785,1.963083815790574e-06,0.637878,0.985638,0.985553,0.290203,0.449856,0.653923,0.342861,3932861.0,12474.0,45175.0,23570.0,0.4348278059085879
54,0.513249,0.828624,1.7096805137202735e-06,0.63901,0.985522,0.985434,0.292585,0.452713,0.641911,0.349655,3931926.0,13409.0,44708.0,24037.0,0.4348278059085879
55,0.511515,0.839884,1.4940755188085092e-06,0.634325,0.985762,0.985682,0.282968,0.441115,0.672972,0.328082,3934375.0,10960.0,46191.0,22554.0,0.4348278059085879
56,0.51267,0.821486,1.3168597893598172e-06,0.639879,0.985677,0.985591,0.294166,0.454603,0.653422,0.348549,3932626.0,12709.0,44784.0,23961.0,0.4348278059085879
57,0.515609,0.822376,1.1785190613705039e-06,0.639903,0.985505,0.985417,0.294389,0.454869,0.639001,0.353117,3931621.0,13714.0,44470.0,24275.0,0.4348278059085879
58,0.512886,0.835348,1.0794325171600355e-06,0.637451,0.985569,0.985483,0.289419,0.448914,0.648704,0.34321,3932558.0,12777.0,45151.0,23594.0,0.4348278059085879
59,0.510309,0.842635,1.0198717460586794e-06,0.635317,0.985663,0.985581,0.285052,0.443643,0.661354,0.33377,3933586.0,11749.0,45800.0,22945.0,0.4348278059085879
60,0.511103,0.838971,1e-06,0.635818,0.985601,0.985518,0.286118,0.444933,0.654693,0.33697,3933117.0,12218.0,45580.0,23165.0,0.4348278059085879
