TP,FP,FN,TN,IoU,Precision,Recall,F1,Positive_Ratio_%,Area_Group,Sample
0,0,189,16195,0.0,0.0,0.0,0.0,1.153564453125,1-3%,image_349.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_35.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_350.h5
0,0,54,16330,0.0,0.0,0.0,0.0,0.32958984375,0-1%,image_351.h5
0,0,242,16142,0.0,0.0,0.0,0.0,1.47705078125,1-3%,image_352.h5
1,0,67,16316,0.014705882352941176,1.0,0.014705882352941176,0.028985507246376812,0.4150390625,0-1%,image_353.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_354.h5
0,8,0,16376,0.0,0.0,0.0,0.0,0.0,0-1%,image_355.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_356.h5
0,0,18,16366,0.0,0.0,0.0,0.0,0.10986328125,0-1%,image_357.h5
0,0,83,16301,0.0,0.0,0.0,0.0,0.506591796875,0-1%,image_358.h5
44,126,95,16119,0.1660377358490566,0.25882352941176473,0.31654676258992803,0.284789644012945,0.848388671875,0-1%,image_359.h5
0,0,482,15902,0.0,0.0,0.0,0.0,2.94189453125,1-3%,image_36.h5
0,0,106,16278,0.0,0.0,0.0,0.0,0.64697265625,0-1%,image_360.h5
0,1,0,16383,0.0,0.0,0.0,0.0,0.0,0-1%,image_361.h5
600,73,3906,11805,0.1310329766324525,0.8915304606240714,0.13315579227696406,0.2317049623479436,27.50244140625,>5%,image_362.h5
1,24,69,16290,0.010638297872340425,0.04,0.014285714285714285,0.021052631578947368,0.42724609375,0-1%,image_363.h5
0,0,772,15612,0.0,0.0,0.0,0.0,4.7119140625,3-5%,image_364.h5
202,156,45,15981,0.5012406947890818,0.5642458100558659,0.8178137651821862,0.6677685950413224,1.507568359375,1-3%,image_365.h5
187,65,116,16016,0.5081521739130435,0.7420634920634921,0.6171617161716172,0.6738738738738739,1.849365234375,1-3%,image_366.h5
0,0,245,16139,0.0,0.0,0.0,0.0,1.495361328125,1-3%,image_367.h5
0,16,0,16368,0.0,0.0,0.0,0.0,0.0,0-1%,image_368.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_369.h5
0,0,110,16274,0.0,0.0,0.0,0.0,0.67138671875,0-1%,image_37.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_370.h5
0,415,0,15969,0.0,0.0,0.0,0.0,0.0,0-1%,image_371.h5
0,426,19,15939,0.0,0.0,0.0,0.0,0.115966796875,0-1%,image_372.h5
0,0,179,16205,0.0,0.0,0.0,0.0,1.092529296875,1-3%,image_373.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_374.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_375.h5
92,1,72,16219,0.5575757575757576,0.989247311827957,0.5609756097560976,0.7159533073929961,1.0009765625,1-3%,image_376.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_377.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_378.h5
350,332,290,15412,0.360082304526749,0.5131964809384164,0.546875,0.529500756429652,3.90625,3-5%,image_379.h5
182,4,663,15535,0.2143698468786808,0.978494623655914,0.2153846153846154,0.3530552861299709,5.157470703125,>5%,image_38.h5
0,0,20,16364,0.0,0.0,0.0,0.0,0.1220703125,0-1%,image_380.h5
138,2025,65,14156,0.06193895870736086,0.0638002773925104,0.6798029556650246,0.11665257819103973,1.239013671875,1-3%,image_381.h5
0,0,147,16237,0.0,0.0,0.0,0.0,0.897216796875,0-1%,image_382.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_383.h5
41,2,56,16285,0.41414141414141414,0.9534883720930233,0.422680412371134,0.5857142857142857,0.592041015625,0-1%,image_384.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_385.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_386.h5
16,30,79,16259,0.128,0.34782608695652173,0.16842105263157894,0.22695035460992907,0.579833984375,0-1%,image_387.h5
0,12,0,16372,0.0,0.0,0.0,0.0,0.0,0-1%,image_388.h5
0,6,0,16378,0.0,0.0,0.0,0.0,0.0,0-1%,image_389.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_39.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_390.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_391.h5
359,255,16,15754,0.5698412698412698,0.5846905537459284,0.9573333333333334,0.7259858442871587,2.288818359375,1-3%,image_392.h5
13,3,5,16363,0.6190476190476191,0.8125,0.7222222222222222,0.7647058823529411,0.10986328125,0-1%,image_393.h5
0,0,34,16350,0.0,0.0,0.0,0.0,0.20751953125,0-1%,image_394.h5
661,32,457,15234,0.5747826086956521,0.9538239538239538,0.5912343470483006,0.7299834345665378,6.82373046875,>5%,image_395.h5
603,223,256,15302,0.5573012939001848,0.7300242130750605,0.7019790454016298,0.715727002967359,5.242919921875,>5%,image_396.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_397.h5
7,67,680,15630,0.009283819628647215,0.0945945945945946,0.010189228529839884,0.018396846254927726,4.193115234375,3-5%,image_398.h5
11,0,425,15948,0.02522935779816514,1.0,0.02522935779816514,0.049217002237136466,2.6611328125,1-3%,image_399.h5
0,0,1228,15156,0.0,0.0,0.0,0.0,7.4951171875,>5%,image_4.h5
550,8,163,15663,0.7628294036061026,0.985663082437276,0.7713884992987378,0.8654602675059009,4.351806640625,3-5%,image_40.h5
49,397,146,15792,0.08277027027027027,0.10986547085201794,0.2512820512820513,0.15288611544461778,1.190185546875,1-3%,image_400.h5
12,0,11,16361,0.5217391304347826,1.0,0.5217391304347826,0.6857142857142857,0.140380859375,0-1%,image_401.h5
81,11,142,16150,0.34615384615384615,0.8804347826086957,0.3632286995515695,0.5142857142857142,1.361083984375,1-3%,image_402.h5
31,14,45,16294,0.34444444444444444,0.6888888888888889,0.40789473684210525,0.512396694214876,0.4638671875,0-1%,image_403.h5
0,44,42,16298,0.0,0.0,0.0,0.0,0.25634765625,0-1%,image_404.h5
8,67,27,16282,0.0784313725490196,0.10666666666666667,0.22857142857142856,0.14545454545454545,0.213623046875,0-1%,image_405.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_406.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_407.h5
266,758,92,15268,0.23835125448028674,0.259765625,0.7430167597765364,0.3849493487698987,2.18505859375,1-3%,image_408.h5
0,0,35,16349,0.0,0.0,0.0,0.0,0.213623046875,0-1%,image_409.h5
227,15,3124,13018,0.06743909685086155,0.9380165289256198,0.06774097284392719,0.12635680489841358,20.452880859375,>5%,image_41.h5
189,482,239,15474,0.2076923076923077,0.2816691505216095,0.441588785046729,0.34394904458598724,2.6123046875,1-3%,image_410.h5
392,75,212,15705,0.5773195876288659,0.8394004282655246,0.6490066225165563,0.7320261437908496,3.6865234375,3-5%,image_411.h5
274,40,126,15944,0.6227272727272727,0.8726114649681529,0.685,0.7675070028011205,2.44140625,1-3%,image_412.h5
11,1027,2,15344,0.010576923076923078,0.010597302504816955,0.8461538461538461,0.02093244529019981,0.079345703125,0-1%,image_413.h5
87,27,98,16172,0.41037735849056606,0.7631578947368421,0.4702702702702703,0.5819397993311036,1.129150390625,1-3%,image_414.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_415.h5
26,63,310,15985,0.06516290726817042,0.29213483146067415,0.07738095238095238,0.1223529411764706,2.05078125,1-3%,image_416.h5
0,70,26,16288,0.0,0.0,0.0,0.0,0.15869140625,0-1%,image_417.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_418.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_419.h5
249,13,385,15737,0.3848531684698609,0.950381679389313,0.39274447949526814,0.5558035714285714,3.86962890625,3-5%,image_42.h5
140,38,85,16121,0.532319391634981,0.7865168539325843,0.6222222222222222,0.6947890818858561,1.373291015625,1-3%,image_420.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_421.h5
6,1214,17,15147,0.004850444624090542,0.004918032786885246,0.2608695652173913,0.009654062751407884,0.140380859375,0-1%,image_422.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_423.h5
79,5,258,16042,0.2309941520467836,0.9404761904761905,0.2344213649851632,0.3752969121140142,2.056884765625,1-3%,image_424.h5
0,9,0,16375,0.0,0.0,0.0,0.0,0.0,0-1%,image_425.h5
160,142,57,16025,0.4456824512534819,0.5298013245033113,0.7373271889400922,0.6165703275529865,1.324462890625,1-3%,image_426.h5
32,2,36,16314,0.45714285714285713,0.9411764705882353,0.47058823529411764,0.6274509803921569,0.4150390625,0-1%,image_427.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_428.h5
17,0,343,16024,0.04722222222222222,1.0,0.04722222222222222,0.09018567639257294,2.197265625,1-3%,image_429.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_43.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_430.h5
0,0,62,16322,0.0,0.0,0.0,0.0,0.37841796875,0-1%,image_431.h5
925,33,329,15097,0.7187257187257188,0.965553235908142,0.7376395534290271,0.8363471971066908,7.65380859375,>5%,image_432.h5
10,0,72,16302,0.12195121951219512,1.0,0.12195121951219512,0.21739130434782608,0.50048828125,0-1%,image_433.h5
0,0,24,16360,0.0,0.0,0.0,0.0,0.146484375,0-1%,image_434.h5
0,0,818,15566,0.0,0.0,0.0,0.0,4.99267578125,3-5%,image_435.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_436.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_437.h5
0,11,0,16373,0.0,0.0,0.0,0.0,0.0,0-1%,image_438.h5
74,283,252,15775,0.12151067323481117,0.20728291316526612,0.22699386503067484,0.21669106881405564,1.98974609375,1-3%,image_439.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_44.h5
180,208,172,15824,0.32142857142857145,0.4639175257731959,0.5113636363636364,0.4864864864864865,2.1484375,1-3%,image_440.h5
35,342,9,15998,0.09067357512953368,0.09283819628647215,0.7954545454545454,0.166270783847981,0.2685546875,0-1%,image_441.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_442.h5
0,712,0,15672,0.0,0.0,0.0,0.0,0.0,0-1%,image_443.h5
0,129,0,16255,0.0,0.0,0.0,0.0,0.0,0-1%,image_444.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_445.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_446.h5
0,0,96,16288,0.0,0.0,0.0,0.0,0.5859375,0-1%,image_447.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_448.h5
10,11,72,16291,0.10752688172043011,0.47619047619047616,0.12195121951219512,0.1941747572815534,0.50048828125,0-1%,image_449.h5
0,292,0,16092,0.0,0.0,0.0,0.0,0.0,0-1%,image_45.h5
204,801,59,15320,0.19172932330827067,0.20298507462686566,0.7756653992395437,0.3217665615141956,1.605224609375,1-3%,image_450.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_451.h5
0,261,0,16123,0.0,0.0,0.0,0.0,0.0,0-1%,image_452.h5
587,474,169,15154,0.4772357723577236,0.5532516493873704,0.7764550264550265,0.6461199779856907,4.6142578125,3-5%,image_453.h5
280,117,76,15911,0.5919661733615222,0.7052896725440806,0.7865168539325843,0.7436918990703851,2.1728515625,1-3%,image_454.h5
33,856,0,15495,0.03712035995500562,0.03712035995500562,1.0,0.07158351409978309,0.201416015625,0-1%,image_455.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_456.h5
31,1,15,16337,0.6595744680851063,0.96875,0.6739130434782609,0.7948717948717948,0.28076171875,0-1%,image_457.h5
0,370,11,16003,0.0,0.0,0.0,0.0,0.067138671875,0-1%,image_458.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_459.h5
0,0,89,16295,0.0,0.0,0.0,0.0,0.543212890625,0-1%,image_46.h5
0,0,11,16373,0.0,0.0,0.0,0.0,0.067138671875,0-1%,image_460.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_461.h5
35,0,1061,15288,0.03193430656934307,1.0,0.03193430656934307,0.0618921308576481,6.689453125,>5%,image_462.h5
0,17,0,16367,0.0,0.0,0.0,0.0,0.0,0-1%,image_463.h5
0,20,0,16364,0.0,0.0,0.0,0.0,0.0,0-1%,image_464.h5
0,5,0,16379,0.0,0.0,0.0,0.0,0.0,0-1%,image_465.h5
0,152,0,16232,0.0,0.0,0.0,0.0,0.0,0-1%,image_466.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_467.h5
297,34,36,16017,0.8092643051771117,0.8972809667673716,0.8918918918918919,0.8945783132530121,2.032470703125,1-3%,image_468.h5
8,3,137,16236,0.05405405405405406,0.7272727272727273,0.05517241379310345,0.10256410256410256,0.885009765625,0-1%,image_469.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_47.h5
0,2,42,16340,0.0,0.0,0.0,0.0,0.25634765625,0-1%,image_470.h5
407,814,761,14402,0.2053481331987891,0.3333333333333333,0.348458904109589,0.34072833821682713,7.12890625,>5%,image_471.h5
0,626,0,15758,0.0,0.0,0.0,0.0,0.0,0-1%,image_472.h5
0,122,0,16262,0.0,0.0,0.0,0.0,0.0,0-1%,image_473.h5
81,7,64,16232,0.5328947368421053,0.9204545454545454,0.5586206896551724,0.6952789699570815,0.885009765625,0-1%,image_474.h5
21,2,12,16349,0.6,0.9130434782608695,0.6363636363636364,0.75,0.201416015625,0-1%,image_475.h5
9,1,33,16341,0.20930232558139536,0.9,0.21428571428571427,0.34615384615384615,0.25634765625,0-1%,image_476.h5
808,233,119,15224,0.696551724137931,0.7761767531219981,0.8716289104638619,0.8211382113821138,5.657958984375,>5%,image_477.h5
25,0,206,16153,0.10822510822510822,1.0,0.10822510822510822,0.1953125,1.409912109375,1-3%,image_478.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_479.h5
118,71,13,16182,0.5841584158415841,0.6243386243386243,0.9007633587786259,0.7375,0.799560546875,0-1%,image_48.h5
0,177,0,16207,0.0,0.0,0.0,0.0,0.0,0-1%,image_480.h5
0,14,0,16370,0.0,0.0,0.0,0.0,0.0,0-1%,image_481.h5
0,27,0,16357,0.0,0.0,0.0,0.0,0.0,0-1%,image_482.h5
0,0,99,16285,0.0,0.0,0.0,0.0,0.604248046875,0-1%,image_483.h5
0,1,0,16383,0.0,0.0,0.0,0.0,0.0,0-1%,image_484.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_485.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_486.h5
0,77,0,16307,0.0,0.0,0.0,0.0,0.0,0-1%,image_487.h5
0,0,56,16328,0.0,0.0,0.0,0.0,0.341796875,0-1%,image_488.h5
31,4,8,16341,0.7209302325581395,0.8857142857142857,0.7948717948717948,0.8378378378378378,0.238037109375,0-1%,image_489.h5
18,55,17,16294,0.2,0.2465753424657534,0.5142857142857142,0.3333333333333333,0.213623046875,0-1%,image_49.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_490.h5
155,27,6051,10151,0.024867639980747633,0.8516483516483516,0.024975829842088303,0.04852849092047589,37.87841796875,>5%,image_491.h5
0,0,101,16283,0.0,0.0,0.0,0.0,0.616455078125,0-1%,image_492.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_493.h5
39,0,206,16139,0.15918367346938775,1.0,0.15918367346938775,0.2746478873239437,1.495361328125,1-3%,image_494.h5
0,85,0,16299,0.0,0.0,0.0,0.0,0.0,0-1%,image_495.h5
80,38,71,16195,0.42328042328042326,0.6779661016949152,0.5298013245033113,0.5947955390334573,0.921630859375,0-1%,image_496.h5
857,126,298,15103,0.6690085870413739,0.8718209562563581,0.741991341991342,0.8016838166510758,7.049560546875,>5%,image_497.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_498.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_499.h5
124,24,843,15393,0.12512613521695257,0.8378378378378378,0.1282316442605998,0.22242152466367712,5.902099609375,>5%,image_5.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_50.h5
0,32,84,16268,0.0,0.0,0.0,0.0,0.5126953125,0-1%,image_500.h5
16,0,627,15741,0.024883359253499222,1.0,0.024883359253499222,0.048558421851289835,3.924560546875,3-5%,image_501.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_502.h5
0,0,912,15472,0.0,0.0,0.0,0.0,5.56640625,>5%,image_503.h5
61,1,432,15890,0.12348178137651822,0.9838709677419355,0.12373225152129817,0.21981981981981982,3.009033203125,3-5%,image_504.h5
1032,137,1464,13751,0.3919483478921382,0.8828058169375534,0.41346153846153844,0.5631650750341064,15.234375,>5%,image_505.h5
74,15,22,16273,0.6666666666666666,0.8314606741573034,0.7708333333333334,0.8,0.5859375,0-1%,image_506.h5
75,57,5,16247,0.5474452554744526,0.5681818181818182,0.9375,0.7075471698113207,0.48828125,0-1%,image_507.h5
0,0,54,16330,0.0,0.0,0.0,0.0,0.32958984375,0-1%,image_508.h5
0,273,0,16111,0.0,0.0,0.0,0.0,0.0,0-1%,image_509.h5
18,36,8,16322,0.2903225806451613,0.3333333333333333,0.6923076923076923,0.45,0.15869140625,0-1%,image_51.h5
84,39,278,15983,0.20947630922693267,0.6829268292682927,0.23204419889502761,0.3463917525773196,2.20947265625,1-3%,image_510.h5
0,0,17,16367,0.0,0.0,0.0,0.0,0.103759765625,0-1%,image_511.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_512.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_513.h5
6,0,12,16366,0.3333333333333333,1.0,0.3333333333333333,0.5,0.10986328125,0-1%,image_514.h5
0,8,0,16376,0.0,0.0,0.0,0.0,0.0,0-1%,image_515.h5
7,0,323,16054,0.021212121212121213,1.0,0.021212121212121213,0.04154302670623145,2.01416015625,1-3%,image_516.h5
0,0,48,16336,0.0,0.0,0.0,0.0,0.29296875,0-1%,image_517.h5
155,64,90,16075,0.5016181229773463,0.7077625570776256,0.6326530612244898,0.6681034482758621,1.495361328125,1-3%,image_518.h5
28,272,100,15984,0.07,0.09333333333333334,0.21875,0.1308411214953271,0.78125,0-1%,image_519.h5
28,218,11,16127,0.10894941634241245,0.11382113821138211,0.717948717948718,0.19649122807017544,0.238037109375,0-1%,image_52.h5
69,1047,69,15199,0.05822784810126582,0.06182795698924731,0.5,0.11004784688995216,0.84228515625,0-1%,image_520.h5
271,83,191,15839,0.4972477064220184,0.7655367231638418,0.5865800865800865,0.6642156862745098,2.81982421875,1-3%,image_521.h5
64,10,153,16157,0.28193832599118945,0.8648648648648649,0.29493087557603687,0.43986254295532645,1.324462890625,1-3%,image_522.h5
0,7,57,16320,0.0,0.0,0.0,0.0,0.347900390625,0-1%,image_523.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_524.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_525.h5
0,4,78,16302,0.0,0.0,0.0,0.0,0.47607421875,0-1%,image_526.h5
10,0,207,16167,0.04608294930875576,1.0,0.04608294930875576,0.0881057268722467,1.324462890625,1-3%,image_527.h5
372,92,291,15629,0.49271523178807947,0.8017241379310345,0.5610859728506787,0.6601597160603372,4.046630859375,3-5%,image_528.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_529.h5
30,250,259,15845,0.055658627087198514,0.10714285714285714,0.10380622837370242,0.1054481546572935,1.763916015625,1-3%,image_53.h5
369,3,594,15418,0.38198757763975155,0.9919354838709677,0.38317757009345793,0.5528089887640449,5.877685546875,>5%,image_530.h5
26,113,37,16208,0.14772727272727273,0.18705035971223022,0.4126984126984127,0.25742574257425743,0.384521484375,0-1%,image_531.h5
49,7,19,16309,0.6533333333333333,0.875,0.7205882352941176,0.7903225806451613,0.4150390625,0-1%,image_532.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_533.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_534.h5
92,4,144,16144,0.38333333333333336,0.9583333333333334,0.3898305084745763,0.5542168674698795,1.4404296875,1-3%,image_535.h5
400,61,84,15839,0.7339449541284404,0.8676789587852495,0.8264462809917356,0.8465608465608465,2.9541015625,1-3%,image_536.h5
393,65,157,15769,0.6390243902439025,0.8580786026200873,0.7145454545454546,0.7797619047619048,3.35693359375,3-5%,image_537.h5
3,2,29,16350,0.08823529411764706,0.6,0.09375,0.16216216216216217,0.1953125,0-1%,image_538.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_539.h5
0,0,5,16379,0.0,0.0,0.0,0.0,0.030517578125,0-1%,image_54.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_540.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_541.h5
0,0,218,16166,0.0,0.0,0.0,0.0,1.33056640625,1-3%,image_542.h5
62,0,158,16164,0.2818181818181818,1.0,0.2818181818181818,0.4397163120567376,1.3427734375,1-3%,image_543.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_544.h5
433,106,271,15574,0.5345679012345679,0.8033395176252319,0.6150568181818182,0.6967015285599356,4.296875,3-5%,image_545.h5
0,0,52,16332,0.0,0.0,0.0,0.0,0.3173828125,0-1%,image_546.h5
232,53,41,16058,0.7116564417177914,0.8140350877192982,0.8498168498168498,0.8315412186379928,1.666259765625,1-3%,image_547.h5
17,76,54,16237,0.11564625850340136,0.1827956989247312,0.23943661971830985,0.2073170731707317,0.433349609375,0-1%,image_548.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_549.h5
470,51,1181,14682,0.27614571092831963,0.9021113243761996,0.28467595396729256,0.43278084714548803,10.076904296875,>5%,image_55.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_550.h5
924,226,175,15059,0.6973584905660377,0.8034782608695652,0.8407643312101911,0.8216985326811916,6.707763671875,>5%,image_551.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_552.h5
0,1497,0,14887,0.0,0.0,0.0,0.0,0.0,0-1%,image_553.h5
74,402,84,15824,0.13214285714285715,0.15546218487394958,0.46835443037974683,0.2334384858044164,0.96435546875,0-1%,image_554.h5
0,0,42,16342,0.0,0.0,0.0,0.0,0.25634765625,0-1%,image_555.h5
0,0,748,15636,0.0,0.0,0.0,0.0,4.5654296875,3-5%,image_556.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_557.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_558.h5
0,0,154,16230,0.0,0.0,0.0,0.0,0.93994140625,0-1%,image_559.h5
1,0,45,16338,0.021739130434782608,1.0,0.021739130434782608,0.0425531914893617,0.28076171875,0-1%,image_56.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_560.h5
0,0,26,16358,0.0,0.0,0.0,0.0,0.15869140625,0-1%,image_561.h5
6,1,481,15896,0.012295081967213115,0.8571428571428571,0.012320328542094456,0.024291497975708502,2.972412109375,1-3%,image_562.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_563.h5
299,77,143,15865,0.5761078998073218,0.7952127659574468,0.6764705882352942,0.7310513447432763,2.69775390625,1-3%,image_564.h5
387,1445,316,14236,0.18016759776536312,0.21124454148471616,0.55049786628734,0.30532544378698223,4.290771484375,3-5%,image_565.h5
34,35,158,16157,0.14977973568281938,0.4927536231884058,0.17708333333333334,0.26053639846743293,1.171875,1-3%,image_566.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_567.h5
0,0,108,16276,0.0,0.0,0.0,0.0,0.6591796875,0-1%,image_568.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_569.h5
0,0,29,16355,0.0,0.0,0.0,0.0,0.177001953125,0-1%,image_57.h5
0,13,85,16286,0.0,0.0,0.0,0.0,0.518798828125,0-1%,image_570.h5
0,0,22,16362,0.0,0.0,0.0,0.0,0.13427734375,0-1%,image_571.h5
0,0,170,16214,0.0,0.0,0.0,0.0,1.03759765625,1-3%,image_572.h5
102,0,532,15750,0.1608832807570978,1.0,0.1608832807570978,0.27717391304347827,3.86962890625,3-5%,image_573.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_574.h5
0,0,74,16310,0.0,0.0,0.0,0.0,0.45166015625,0-1%,image_575.h5
26,0,135,16223,0.16149068322981366,1.0,0.16149068322981366,0.27807486631016043,0.982666015625,0-1%,image_576.h5
3,1,57,16323,0.04918032786885246,0.75,0.05,0.09375,0.3662109375,0-1%,image_577.h5
150,4,124,16106,0.539568345323741,0.974025974025974,0.5474452554744526,0.7009345794392523,1.67236328125,1-3%,image_578.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_579.h5
346,1153,226,14659,0.20057971014492754,0.23082054703135424,0.6048951048951049,0.3341380975374215,3.4912109375,3-5%,image_58.h5
62,417,160,15745,0.09702660406885759,0.12943632567849686,0.27927927927927926,0.1768901569186876,1.35498046875,1-3%,image_580.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_581.h5
0,0,4,16380,0.0,0.0,0.0,0.0,0.0244140625,0-1%,image_582.h5
0,282,0,16102,0.0,0.0,0.0,0.0,0.0,0-1%,image_583.h5
99,92,415,15778,0.16336633663366337,0.518324607329843,0.1926070038910506,0.28085106382978725,3.13720703125,3-5%,image_584.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_585.h5
584,79,448,15273,0.5256525652565257,0.8808446455505279,0.5658914728682171,0.6890855457227139,6.298828125,>5%,image_586.h5
0,7,0,16377,0.0,0.0,0.0,0.0,0.0,0-1%,image_587.h5
306,23,794,15261,0.27248441674087265,0.9300911854103343,0.2781818181818182,0.4282715185444367,6.7138671875,>5%,image_588.h5
0,227,0,16157,0.0,0.0,0.0,0.0,0.0,0-1%,image_589.h5
153,41,184,16006,0.40476190476190477,0.788659793814433,0.4540059347181009,0.576271186440678,2.056884765625,1-3%,image_59.h5
0,182,0,16202,0.0,0.0,0.0,0.0,0.0,0-1%,image_590.h5
0,0,45,16339,0.0,0.0,0.0,0.0,0.274658203125,0-1%,image_591.h5
120,3,212,16049,0.3582089552238806,0.975609756097561,0.3614457831325301,0.5274725274725275,2.0263671875,1-3%,image_592.h5
0,0,23,16361,0.0,0.0,0.0,0.0,0.140380859375,0-1%,image_593.h5
10,0,400,15974,0.024390243902439025,1.0,0.024390243902439025,0.047619047619047616,2.50244140625,1-3%,image_594.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_595.h5
82,67,249,15986,0.20603015075376885,0.5503355704697986,0.24773413897280966,0.3416666666666667,2.020263671875,1-3%,image_596.h5
52,3,87,16242,0.36619718309859156,0.9454545454545454,0.37410071942446044,0.5360824742268041,0.848388671875,0-1%,image_597.h5
