TP,FP,FN,TN,IoU,Precision,Recall,F1,Positive_Ratio_%,Area_Group,Sample
0,0,1110,15274,0.0,0.0,0.0,0.0,6.77490234375,>5%,image_598.h5
166,558,24,15636,0.22192513368983957,0.2292817679558011,0.8736842105263158,0.36323851203501095,1.15966796875,1-3%,image_599.h5
0,105,466,15813,0.0,0.0,0.0,0.0,2.84423828125,1-3%,image_6.h5
0,0,127,16257,0.0,0.0,0.0,0.0,0.775146484375,0-1%,image_60.h5
551,351,71,15411,0.566289825282631,0.6108647450110865,0.8858520900321544,0.7230971128608924,3.79638671875,3-5%,image_600.h5
77,29,14,16264,0.6416666666666667,0.7264150943396226,0.8461538461538461,0.7817258883248731,0.555419921875,0-1%,image_601.h5
0,0,23,16361,0.0,0.0,0.0,0.0,0.140380859375,0-1%,image_602.h5
10,0,2796,13578,0.003563791874554526,1.0,0.003563791874554526,0.007102272727272727,17.12646484375,>5%,image_603.h5
449,110,45,15780,0.7433774834437086,0.8032200357781754,0.9089068825910931,0.8528015194681862,3.01513671875,3-5%,image_604.h5
0,0,2444,13940,0.0,0.0,0.0,0.0,14.9169921875,>5%,image_605.h5
0,13,0,16371,0.0,0.0,0.0,0.0,0.0,0-1%,image_606.h5
0,0,21,16363,0.0,0.0,0.0,0.0,0.128173828125,0-1%,image_607.h5
79,137,118,16050,0.23652694610778444,0.36574074074074076,0.4010152284263959,0.38256658595641646,1.202392578125,1-3%,image_608.h5
267,457,69,15591,0.33669609079445145,0.3687845303867403,0.7946428571428571,0.5037735849056604,2.05078125,1-3%,image_609.h5
0,501,8,15875,0.0,0.0,0.0,0.0,0.048828125,0-1%,image_61.h5
0,102,0,16282,0.0,0.0,0.0,0.0,0.0,0-1%,image_610.h5
25,524,113,15722,0.0377643504531722,0.04553734061930783,0.18115942028985507,0.07278020378457059,0.84228515625,0-1%,image_611.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_612.h5
26,4,1306,15048,0.019461077844311378,0.8666666666666667,0.01951951951951952,0.0381791483113069,8.1298828125,>5%,image_613.h5
0,0,1461,14923,0.0,0.0,0.0,0.0,8.917236328125,>5%,image_614.h5
542,104,211,15527,0.632438739789965,0.8390092879256966,0.7197875166002656,0.7748391708363116,4.595947265625,3-5%,image_615.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_616.h5
73,3,178,16130,0.2874015748031496,0.9605263157894737,0.2908366533864542,0.44648318042813456,1.531982421875,1-3%,image_617.h5
5,58,84,16237,0.034013605442176874,0.07936507936507936,0.056179775280898875,0.06578947368421052,0.543212890625,0-1%,image_618.h5
53,0,2925,13406,0.017797179314976493,1.0,0.017797179314976493,0.034971956450016495,18.17626953125,>5%,image_619.h5
21,224,32,16107,0.07581227436823104,0.08571428571428572,0.39622641509433965,0.14093959731543623,0.323486328125,0-1%,image_62.h5
0,0,57,16327,0.0,0.0,0.0,0.0,0.347900390625,0-1%,image_620.h5
0,0,18,16366,0.0,0.0,0.0,0.0,0.10986328125,0-1%,image_621.h5
0,35,0,16349,0.0,0.0,0.0,0.0,0.0,0-1%,image_622.h5
189,86,180,15929,0.4153846153846154,0.6872727272727273,0.5121951219512195,0.5869565217391305,2.252197265625,1-3%,image_623.h5
0,0,94,16290,0.0,0.0,0.0,0.0,0.57373046875,0-1%,image_624.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_625.h5
0,0,931,15453,0.0,0.0,0.0,0.0,5.682373046875,>5%,image_626.h5
0,19,0,16365,0.0,0.0,0.0,0.0,0.0,0-1%,image_627.h5
123,136,53,16072,0.3942307692307692,0.4749034749034749,0.6988636363636364,0.5655172413793104,1.07421875,1-3%,image_628.h5
131,4,486,15763,0.2109500805152979,0.9703703703703703,0.21231766612641814,0.3484042553191489,3.765869140625,3-5%,image_629.h5
0,0,31,16353,0.0,0.0,0.0,0.0,0.189208984375,0-1%,image_63.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_630.h5
0,0,23,16361,0.0,0.0,0.0,0.0,0.140380859375,0-1%,image_631.h5
0,2,62,16320,0.0,0.0,0.0,0.0,0.37841796875,0-1%,image_632.h5
0,0,73,16311,0.0,0.0,0.0,0.0,0.445556640625,0-1%,image_633.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_634.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_635.h5
244,0,370,15770,0.3973941368078176,1.0,0.3973941368078176,0.5687645687645687,3.74755859375,3-5%,image_636.h5
0,0,115,16269,0.0,0.0,0.0,0.0,0.701904296875,0-1%,image_637.h5
29,2,33,16320,0.453125,0.9354838709677419,0.46774193548387094,0.6236559139784946,0.37841796875,0-1%,image_638.h5
960,210,142,15072,0.7317073170731707,0.8205128205128205,0.8711433756805808,0.8450704225352113,6.72607421875,>5%,image_639.h5
0,0,58,16326,0.0,0.0,0.0,0.0,0.35400390625,0-1%,image_64.h5
0,0,68,16316,0.0,0.0,0.0,0.0,0.4150390625,0-1%,image_640.h5
177,22,117,16068,0.560126582278481,0.8894472361809045,0.6020408163265306,0.718052738336714,1.79443359375,1-3%,image_641.h5
0,0,14475,1909,0.0,0.0,0.0,0.0,88.348388671875,>5%,image_642.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_643.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_644.h5
211,548,314,15311,0.1966449207828518,0.2779973649538867,0.40190476190476193,0.32866043613707163,3.204345703125,3-5%,image_645.h5
259,144,1150,14831,0.16677398583386993,0.6426799007444168,0.18381831085876507,0.2858719646799117,8.599853515625,>5%,image_646.h5
0,0,15,16369,0.0,0.0,0.0,0.0,0.091552734375,0-1%,image_647.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_648.h5
0,0,21,16363,0.0,0.0,0.0,0.0,0.128173828125,0-1%,image_649.h5
73,16,211,16084,0.24333333333333335,0.8202247191011236,0.25704225352112675,0.3914209115281501,1.7333984375,1-3%,image_65.h5
0,121,0,16263,0.0,0.0,0.0,0.0,0.0,0-1%,image_650.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_651.h5
0,78,501,15805,0.0,0.0,0.0,0.0,3.057861328125,3-5%,image_652.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_653.h5
64,13,140,16167,0.29493087557603687,0.8311688311688312,0.3137254901960784,0.4555160142348754,1.2451171875,1-3%,image_654.h5
61,7,99,16217,0.3652694610778443,0.8970588235294118,0.38125,0.5350877192982456,0.9765625,0-1%,image_655.h5
0,0,95,16289,0.0,0.0,0.0,0.0,0.579833984375,0-1%,image_656.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_657.h5
200,22,16,16146,0.8403361344537815,0.9009009009009009,0.9259259259259259,0.91324200913242,1.318359375,1-3%,image_658.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_659.h5
503,1232,73,14576,0.2782079646017699,0.2899135446685879,0.8732638888888888,0.4353093898745132,3.515625,3-5%,image_66.h5
182,63,145,15994,0.4666666666666667,0.7428571428571429,0.5565749235474006,0.6363636363636364,1.995849609375,1-3%,image_660.h5
0,1090,0,15294,0.0,0.0,0.0,0.0,0.0,0-1%,image_661.h5
103,57,97,16127,0.40077821011673154,0.64375,0.515,0.5722222222222222,1.220703125,1-3%,image_662.h5
55,10,56,16263,0.45454545454545453,0.8461538461538461,0.4954954954954955,0.625,0.677490234375,0-1%,image_663.h5
77,5,838,15464,0.08369565217391305,0.9390243902439024,0.08415300546448087,0.15446339017051153,5.584716796875,>5%,image_664.h5
21,686,155,15522,0.024361948955916472,0.0297029702970297,0.11931818181818182,0.04756511891279728,1.07421875,1-3%,image_665.h5
291,10,419,15664,0.4041666666666667,0.9667774086378738,0.4098591549295775,0.5756676557863502,4.33349609375,3-5%,image_666.h5
4,28,52,16300,0.047619047619047616,0.125,0.07142857142857142,0.09090909090909091,0.341796875,0-1%,image_667.h5
126,97,124,16037,0.3631123919308357,0.5650224215246636,0.504,0.53276955602537,1.52587890625,1-3%,image_668.h5
0,0,7,16377,0.0,0.0,0.0,0.0,0.042724609375,0-1%,image_669.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_67.h5
0,0,86,16298,0.0,0.0,0.0,0.0,0.52490234375,0-1%,image_670.h5
2,0,38,16344,0.05,1.0,0.05,0.09523809523809523,0.244140625,0-1%,image_671.h5
376,82,112,15814,0.6596491228070176,0.8209606986899564,0.7704918032786885,0.7949260042283298,2.978515625,1-3%,image_672.h5
79,7,87,16211,0.45664739884393063,0.9186046511627907,0.4759036144578313,0.626984126984127,1.01318359375,1-3%,image_673.h5
9,5,21,16349,0.2571428571428571,0.6428571428571429,0.3,0.4090909090909091,0.18310546875,0-1%,image_674.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_675.h5
22,0,175,16187,0.1116751269035533,1.0,0.1116751269035533,0.2009132420091324,1.202392578125,1-3%,image_676.h5
627,35,436,15286,0.5710382513661202,0.947129909365559,0.5898400752587017,0.7269565217391304,6.488037109375,>5%,image_677.h5
216,109,349,15710,0.32047477744807124,0.6646153846153846,0.3823008849557522,0.4853932584269663,3.448486328125,3-5%,image_678.h5
0,0,45,16339,0.0,0.0,0.0,0.0,0.274658203125,0-1%,image_679.h5
24,0,62,16298,0.27906976744186046,1.0,0.27906976744186046,0.43636363636363634,0.52490234375,0-1%,image_68.h5
362,704,51,15267,0.32408236347359,0.3395872420262664,0.8765133171912833,0.48951994590939824,2.520751953125,1-3%,image_680.h5
0,41,0,16343,0.0,0.0,0.0,0.0,0.0,0-1%,image_681.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_682.h5
40,4,40,16300,0.47619047619047616,0.9090909090909091,0.5,0.6451612903225806,0.48828125,0-1%,image_683.h5
0,949,0,15435,0.0,0.0,0.0,0.0,0.0,0-1%,image_684.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_685.h5
0,0,210,16174,0.0,0.0,0.0,0.0,1.28173828125,1-3%,image_686.h5
8,36,71,16269,0.06956521739130435,0.18181818181818182,0.10126582278481013,0.13008130081300814,0.482177734375,0-1%,image_687.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_688.h5
528,46,229,15581,0.6575342465753424,0.9198606271777003,0.6974900924702774,0.7933884297520661,4.620361328125,3-5%,image_689.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_69.h5
53,14,33,16284,0.53,0.7910447761194029,0.6162790697674418,0.6928104575163399,0.52490234375,0-1%,image_690.h5
0,0,17,16367,0.0,0.0,0.0,0.0,0.103759765625,0-1%,image_691.h5
104,54,66,16160,0.4642857142857143,0.6582278481012658,0.611764705882353,0.6341463414634146,1.03759765625,1-3%,image_692.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_693.h5
63,56,106,16159,0.28,0.5294117647058824,0.3727810650887574,0.4375,1.031494140625,1-3%,image_694.h5
88,647,304,15345,0.0846968238691049,0.11972789115646258,0.22448979591836735,0.15616681455190773,2.392578125,1-3%,image_695.h5
71,405,14,15894,0.14489795918367346,0.14915966386554622,0.8352941176470589,0.2531194295900178,0.518798828125,0-1%,image_696.h5
0,0,335,16049,0.0,0.0,0.0,0.0,2.044677734375,1-3%,image_697.h5
20,0,190,16174,0.09523809523809523,1.0,0.09523809523809523,0.17391304347826086,1.28173828125,1-3%,image_698.h5
120,335,599,15330,0.11385199240986717,0.26373626373626374,0.16689847009735745,0.20442930153321975,4.388427734375,3-5%,image_699.h5
0,29,669,15686,0.0,0.0,0.0,0.0,4.083251953125,3-5%,image_7.h5
0,0,77,16307,0.0,0.0,0.0,0.0,0.469970703125,0-1%,image_70.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_700.h5
90,337,160,15797,0.15332197614991483,0.2107728337236534,0.36,0.2658788774002954,1.52587890625,1-3%,image_701.h5
51,17,10,16306,0.6538461538461539,0.75,0.8360655737704918,0.7906976744186046,0.372314453125,0-1%,image_702.h5
6,0,151,16227,0.03821656050955414,1.0,0.03821656050955414,0.0736196319018405,0.958251953125,0-1%,image_703.h5
27,205,38,16114,0.1,0.11637931034482758,0.4153846153846154,0.18181818181818182,0.396728515625,0-1%,image_704.h5
13,0,92,16279,0.12380952380952381,1.0,0.12380952380952381,0.22033898305084745,0.640869140625,0-1%,image_705.h5
86,45,24,16229,0.5548387096774193,0.6564885496183206,0.7818181818181819,0.7136929460580913,0.67138671875,0-1%,image_706.h5
30,0,392,15962,0.07109004739336493,1.0,0.07109004739336493,0.13274336283185842,2.57568359375,1-3%,image_707.h5
27,5,43,16309,0.36,0.84375,0.38571428571428573,0.5294117647058824,0.42724609375,0-1%,image_708.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_709.h5
104,293,113,15874,0.20392156862745098,0.2619647355163728,0.4792626728110599,0.33876221498371334,1.324462890625,1-3%,image_71.h5
0,0,37,16347,0.0,0.0,0.0,0.0,0.225830078125,0-1%,image_710.h5
37,2,103,16242,0.2605633802816901,0.9487179487179487,0.2642857142857143,0.4134078212290503,0.8544921875,0-1%,image_711.h5
0,450,0,15934,0.0,0.0,0.0,0.0,0.0,0-1%,image_712.h5
27,44,0,16313,0.38028169014084506,0.38028169014084506,1.0,0.5510204081632653,0.164794921875,0-1%,image_713.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_714.h5
81,125,1232,14946,0.056328233657858134,0.3932038834951456,0.06169078446306169,0.10664911125740618,8.013916015625,>5%,image_715.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_716.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_717.h5
224,133,286,15741,0.3483670295489891,0.6274509803921569,0.4392156862745098,0.5167243367935409,3.11279296875,3-5%,image_718.h5
13,4,281,16086,0.0436241610738255,0.7647058823529411,0.04421768707482993,0.08360128617363344,1.79443359375,1-3%,image_719.h5
0,0,231,16153,0.0,0.0,0.0,0.0,1.409912109375,1-3%,image_72.h5
0,0,11,16373,0.0,0.0,0.0,0.0,0.067138671875,0-1%,image_720.h5
0,0,56,16328,0.0,0.0,0.0,0.0,0.341796875,0-1%,image_721.h5
97,229,198,15860,0.1851145038167939,0.29754601226993865,0.3288135593220339,0.31239935587761675,1.800537109375,1-3%,image_722.h5
0,0,285,16099,0.0,0.0,0.0,0.0,1.739501953125,1-3%,image_723.h5
119,62,9,16194,0.6263157894736842,0.6574585635359116,0.9296875,0.7702265372168284,0.78125,0-1%,image_724.h5
118,49,1,16216,0.7023809523809523,0.7065868263473054,0.9915966386554622,0.8251748251748252,0.726318359375,0-1%,image_725.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_726.h5
336,22,78,15948,0.7706422018348624,0.9385474860335196,0.8115942028985508,0.8704663212435233,2.52685546875,1-3%,image_727.h5
0,371,0,16013,0.0,0.0,0.0,0.0,0.0,0-1%,image_728.h5
0,0,178,16206,0.0,0.0,0.0,0.0,1.08642578125,1-3%,image_729.h5
0,473,15,15896,0.0,0.0,0.0,0.0,0.091552734375,0-1%,image_73.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_730.h5
469,590,155,15170,0.38632619439868204,0.4428706326723324,0.7516025641025641,0.5573380867498514,3.80859375,3-5%,image_731.h5
149,353,128,15754,0.2365079365079365,0.2968127490039841,0.5379061371841155,0.38254172015404364,1.690673828125,1-3%,image_732.h5
8,0,1181,15195,0.00672834314550042,1.0,0.00672834314550042,0.013366750208855471,7.257080078125,>5%,image_733.h5
138,314,156,15776,0.22697368421052633,0.3053097345132743,0.46938775510204084,0.3699731903485255,1.79443359375,1-3%,image_734.h5
0,0,81,16303,0.0,0.0,0.0,0.0,0.494384765625,0-1%,image_735.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_736.h5
158,421,92,15713,0.23546944858420268,0.27288428324697755,0.632,0.38118214716525933,1.52587890625,1-3%,image_737.h5
44,808,16,15516,0.05069124423963134,0.051643192488262914,0.7333333333333333,0.09649122807017543,0.3662109375,0-1%,image_738.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_739.h5
0,0,41,16343,0.0,0.0,0.0,0.0,0.250244140625,0-1%,image_74.h5
0,0,12,16372,0.0,0.0,0.0,0.0,0.0732421875,0-1%,image_740.h5
2038,223,280,13843,0.8020464384100747,0.9013710747456878,0.8792062122519413,0.8901506879231273,14.14794921875,>5%,image_741.h5
18,0,418,15948,0.04128440366972477,1.0,0.04128440366972477,0.07929515418502203,2.6611328125,1-3%,image_742.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_743.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_744.h5
183,12,766,15423,0.19042663891779396,0.9384615384615385,0.1928345626975764,0.31993006993006995,5.792236328125,>5%,image_745.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_746.h5
788,224,1491,13881,0.3148222133439872,0.7786561264822134,0.34576568670469504,0.47888179884533577,13.909912109375,>5%,image_747.h5
55,109,276,15944,0.125,0.3353658536585366,0.1661631419939577,0.2222222222222222,2.020263671875,1-3%,image_748.h5
66,8,378,15932,0.14601769911504425,0.8918918918918919,0.14864864864864866,0.2548262548262548,2.7099609375,1-3%,image_749.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_75.h5
0,27,0,16357,0.0,0.0,0.0,0.0,0.0,0-1%,image_750.h5
0,0,25,16359,0.0,0.0,0.0,0.0,0.152587890625,0-1%,image_751.h5
456,67,92,15769,0.7414634146341463,0.8718929254302104,0.8321167883211679,0.8515406162464986,3.3447265625,3-5%,image_752.h5
0,0,364,16020,0.0,0.0,0.0,0.0,2.2216796875,1-3%,image_753.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_754.h5
332,21,1941,14090,0.14472537053182213,0.9405099150141643,0.1460624725032996,0.25285605483625284,13.873291015625,>5%,image_755.h5
0,0,15,16369,0.0,0.0,0.0,0.0,0.091552734375,0-1%,image_756.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_757.h5
8,12,114,16250,0.05970149253731343,0.4,0.06557377049180328,0.11267605633802817,0.74462890625,0-1%,image_758.h5
0,0,2929,13455,0.0,0.0,0.0,0.0,17.877197265625,>5%,image_759.h5
0,0,30,16354,0.0,0.0,0.0,0.0,0.18310546875,0-1%,image_76.h5
67,10,15,16292,0.7282608695652174,0.8701298701298701,0.8170731707317073,0.8427672955974843,0.50048828125,0-1%,image_760.h5
0,91,110,16183,0.0,0.0,0.0,0.0,0.67138671875,0-1%,image_761.h5
3,0,287,16094,0.010344827586206896,1.0,0.010344827586206896,0.020477815699658702,1.77001953125,1-3%,image_762.h5
792,921,118,14553,0.4325505188421628,0.46234676007005254,0.8703296703296703,0.6038886770873046,5.55419921875,>5%,image_763.h5
0,0,7,16377,0.0,0.0,0.0,0.0,0.042724609375,0-1%,image_764.h5
68,176,184,15956,0.1588785046728972,0.2786885245901639,0.2698412698412698,0.27419354838709675,1.5380859375,1-3%,image_765.h5
0,9,9,16366,0.0,0.0,0.0,0.0,0.054931640625,0-1%,image_766.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_767.h5
218,33,270,15863,0.418426103646833,0.8685258964143426,0.44672131147540983,0.5899864682002707,2.978515625,1-3%,image_768.h5
0,13,0,16371,0.0,0.0,0.0,0.0,0.0,0-1%,image_769.h5
49,14,91,16230,0.3181818181818182,0.7777777777777778,0.35,0.4827586206896552,0.8544921875,0-1%,image_77.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_770.h5
0,0,40,16344,0.0,0.0,0.0,0.0,0.244140625,0-1%,image_771.h5
56,139,69,16120,0.21212121212121213,0.28717948717948716,0.448,0.35,0.762939453125,0-1%,image_772.h5
0,0,90,16294,0.0,0.0,0.0,0.0,0.54931640625,0-1%,image_773.h5
49,229,2668,13438,0.016632722335369995,0.17625899280575538,0.0180345969819654,0.032721202003338896,16.583251953125,>5%,image_774.h5
156,27,169,16032,0.4431818181818182,0.8524590163934426,0.48,0.6141732283464567,1.983642578125,1-3%,image_775.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_776.h5
23,32,82,16247,0.1678832116788321,0.41818181818181815,0.21904761904761905,0.2875,0.640869140625,0-1%,image_777.h5
0,0,40,16344,0.0,0.0,0.0,0.0,0.244140625,0-1%,image_778.h5
643,872,611,14258,0.30244590780809033,0.42442244224422443,0.5127591706539075,0.4644275911881546,7.65380859375,>5%,image_779.h5
53,0,90,16241,0.3706293706293706,1.0,0.3706293706293706,0.5408163265306123,0.872802734375,0-1%,image_78.h5
418,132,538,15296,0.38419117647058826,0.76,0.4372384937238494,0.5551128818061088,5.8349609375,>5%,image_780.h5
140,812,259,15173,0.11560693641618497,0.14705882352941177,0.3508771929824561,0.20725388601036268,2.435302734375,1-3%,image_781.h5
2853,721,468,12342,0.7058386937159822,0.7982652490207051,0.8590785907859079,0.8275562001450326,20.269775390625,>5%,image_782.h5
0,0,283,16101,0.0,0.0,0.0,0.0,1.727294921875,1-3%,image_783.h5
26,718,18,15622,0.03412073490813648,0.03494623655913978,0.5909090909090909,0.06598984771573604,0.2685546875,0-1%,image_784.h5
16,13,122,16233,0.10596026490066225,0.5517241379310345,0.11594202898550725,0.19161676646706588,0.84228515625,0-1%,image_785.h5
888,106,1348,14042,0.37916310845431256,0.8933601609657947,0.39713774597495527,0.5498452012383901,13.6474609375,>5%,image_786.h5
50,13,142,16179,0.24390243902439024,0.7936507936507936,0.2604166666666667,0.39215686274509803,1.171875,1-3%,image_787.h5
0,0,137,16247,0.0,0.0,0.0,0.0,0.836181640625,0-1%,image_788.h5
17,0,178,16189,0.08717948717948718,1.0,0.08717948717948718,0.16037735849056603,1.190185546875,1-3%,image_789.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_79.h5
0,0,5,16379,0.0,0.0,0.0,0.0,0.030517578125,0-1%,image_790.h5
2,0,134,16248,0.014705882352941176,1.0,0.014705882352941176,0.028985507246376812,0.830078125,0-1%,image_791.h5
14,0,139,16231,0.0915032679738562,1.0,0.0915032679738562,0.16766467065868262,0.933837890625,0-1%,image_792.h5
23,2,1087,15272,0.02068345323741007,0.92,0.02072072072072072,0.04052863436123348,6.77490234375,>5%,image_793.h5
0,0,45,16339,0.0,0.0,0.0,0.0,0.274658203125,0-1%,image_794.h5
0,0,27,16357,0.0,0.0,0.0,0.0,0.164794921875,0-1%,image_795.h5
255,27,300,15802,0.4381443298969072,0.9042553191489362,0.4594594594594595,0.6093189964157706,3.387451171875,3-5%,image_796.h5
6,0,275,16103,0.021352313167259787,1.0,0.021352313167259787,0.041811846689895474,1.715087890625,1-3%,image_797.h5
105,11,250,16018,0.28688524590163933,0.9051724137931034,0.29577464788732394,0.445859872611465,2.166748046875,1-3%,image_798.h5
0,0,598,15786,0.0,0.0,0.0,0.0,3.64990234375,3-5%,image_799.h5
0,32,311,16041,0.0,0.0,0.0,0.0,1.898193359375,1-3%,image_8.h5
0,50,52,16282,0.0,0.0,0.0,0.0,0.3173828125,0-1%,image_80.h5
38,23,12,16311,0.5205479452054794,0.6229508196721312,0.76,0.6846846846846847,0.30517578125,0-1%,image_800.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_81.h5
0,749,0,15635,0.0,0.0,0.0,0.0,0.0,0-1%,image_82.h5
0,0,8,16376,0.0,0.0,0.0,0.0,0.048828125,0-1%,image_83.h5
0,0,26,16358,0.0,0.0,0.0,0.0,0.15869140625,0-1%,image_84.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_85.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_86.h5
38,147,78,16121,0.1444866920152091,0.20540540540540542,0.3275862068965517,0.25249169435215946,0.7080078125,0-1%,image_87.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_88.h5
0,251,0,16133,0.0,0.0,0.0,0.0,0.0,0-1%,image_89.h5
0,0,2,16382,0.0,0.0,0.0,0.0,0.01220703125,0-1%,image_9.h5
0,6,0,16378,0.0,0.0,0.0,0.0,0.0,0-1%,image_90.h5
0,0,62,16322,0.0,0.0,0.0,0.0,0.37841796875,0-1%,image_91.h5
11,0,134,16239,0.07586206896551724,1.0,0.07586206896551724,0.14102564102564102,0.885009765625,0-1%,image_92.h5
148,207,77,15952,0.3425925925925926,0.4169014084507042,0.6577777777777778,0.5103448275862069,1.373291015625,1-3%,image_93.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_94.h5
47,0,1544,14793,0.0295411690760528,1.0,0.0295411690760528,0.057387057387057384,9.710693359375,>5%,image_95.h5
235,73,101,15975,0.5745721271393643,0.762987012987013,0.6994047619047619,0.7298136645962733,2.05078125,1-3%,image_96.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_97.h5
0,0,0,16384,0.0,0.0,0.0,0.0,0.0,0-1%,image_98.h5
75,17,248,16044,0.22058823529411764,0.8152173913043478,0.23219814241486067,0.3614457831325301,1.971435546875,1-3%,image_99.h5
