epoch,lr,train_loss,val_loss,mIoU,OA,NonLandslide_IoU,Landslide_IoU,NonLandslide_F1,Landslide_F1,Landslide_Precision,Landslide_Recall
37,3.276078649750764e-05,0.15427636021562363,0.42205565510963905,0.7030729055404663,0.9858445525169373,0.9856976866722107,0.4204481840133667,0.992797315120697,0.5919936895370483,0.5845434069633484,0.5996363162994385
38,3.03665361677479e-05,0.15184874980112037,0.43790661169558154,0.6988427639007568,0.9851821660995483,0.9850262403488159,0.412659227848053,0.9924566745758057,0.584230363368988,0.5623360276222229,0.6078987717628479
39,2.8027470262892437e-05,0.15224551297890948,0.41993579572560835,0.7044050693511963,0.9858244061470032,0.9856754541397095,0.42313462495803833,0.9927860498428345,0.5946515798568726,0.582664430141449,0.6071423292160034
40,2.5750000000000013e-05,0.15037546534935528,0.4230470983349547,0.7016345262527466,0.9853057265281677,0.9851489067077637,0.4181201159954071,0.9925189018249512,0.5896822214126587,0.5650672316551208,0.6165393590927124
41,2.3540367766756178e-05,0.1503320744427357,0.43272971133796534,0.6985123157501221,0.9848954081535339,0.9847336411476135,0.4122909903526306,0.9923081398010254,0.583861231803894,0.5527198314666748,0.6187213659286499
42,2.1404630011522586e-05,0.14853663055731706,0.42146447726658415,0.7033877968788147,0.9857720732688904,0.9856232404708862,0.42115238308906555,0.9927595853805542,0.5926913619041443,0.5813803672790527,0.6044512391090393
43,1.9348640643033057e-05,0.14970120336153409,0.42383182194768165,0.7046846151351929,0.9859517216682434,0.9858051538467407,0.42356404662132263,0.9928518533706665,0.5950754880905151,0.5875946283340454,0.6027492880821228
44,1.7378034985236535e-05,0.14848815086296466,0.4235032130260857,0.7015690207481384,0.9852793216705322,0.98512202501297,0.4180159866809845,0.9925052523612976,0.5895786881446838,0.5641707181930542,0.6173830628395081
45,1.5498214331265904e-05,0.14837353257450125,0.42196341923304964,0.7040497064590454,0.985640823841095,0.9854882955551147,0.4226111173629761,0.9926910996437073,0.5941344499588013,0.5757881999015808,0.6136882901191711
46,1.3714331138868997e-05,0.14618929392195087,0.4292821962006238,0.7000582218170166,0.9852254986763,0.9850689768791199,0.41504743695259094,0.9924783110618591,0.5866198539733887,0.5631616115570068,0.6121172308921814
47,1.203127490787994e-05,0.1462030577585866,0.4326229484713807,0.7010810375213623,0.9851953387260437,0.9850368499755859,0.4171251952648163,0.9924620389938354,0.5886920690536499,0.561514675617218,0.6186341047286987
48,1.0453658778440107e-05,0.14480405803902208,0.4270486033692652,0.7047414779663086,0.9859434962272644,0.9857966899871826,0.4236862361431122,0.9928475618362427,0.5951960682868958,0.5872085690498352,0.6034038662910461
49,8.985806886701514e-06,0.14462333795239216,0.4282083287531016,0.7044904828071594,0.9858017563819885,0.9856522083282471,0.4233287274837494,0.992774248123169,0.5948432087898254,0.5816973447799683,0.6085969805717468
50,7.631742512670284e-06,0.14383656956563343,0.4289223894780996,0.7033668160438538,0.9857701063156128,0.9856212735176086,0.4211123585700989,0.992758572101593,0.5926517844200134,0.5813176035881042,0.6044366955757141
51,6.3951770526757955e-06,0.14409886304878441,0.42995754991258894,0.7013871669769287,0.985363245010376,0.9852080345153809,0.41756629943847656,0.992548942565918,0.589131236076355,0.5672844052314758,0.6127281785011292
52,5.279499846691252e-06,0.14460859529107267,0.4252206851025017,0.706619381904602,0.9861465096473694,0.9860018491744995,0.4272368550300598,0.9929515719413757,0.598690927028656,0.5940650701522827,0.603389322757721
53,4.287768888388513e-06,0.14295431751896123,0.42642717166822786,0.7050549983978271,0.9857800602912903,0.9856293201446533,0.42448073625564575,0.9927626848220825,0.595979630947113,0.5804094672203064,0.6124081611633301
54,3.4227024433899e-06,0.14372603710967322,0.4327880917763223,0.7021521329879761,0.9858495593070984,0.9857038855552673,0.4186003804206848,0.9928004741668701,0.5901596546173096,0.5854999423027039,0.5948941707611084
55,2.6866715986911185e-06,0.14357740525376894,0.4253297319217604,0.7029122114181519,0.9855685234069824,0.9854158759117126,0.42040860652923584,0.9926543831825256,0.5919544696807861,0.5738576054573059,0.6112298965454102
56,2.0816937636766182e-06,0.14317831659856736,0.43059943160232234,0.7044472694396973,0.9859489798545837,0.9858026504516602,0.423091858625412,0.9928506016731262,0.5946093797683716,0.5876820087432861,0.6017019152641296
57,1.6094271405406859e-06,0.14254928158047514,0.42621068613869806,0.7040904760360718,0.9856395721435547,0.9854869246482849,0.42269402742385864,0.9926904439926147,0.5942163467407227,0.5757116675376892,0.6139501333236694
58,1.2711661792704665e-06,0.14348890178374285,0.428271771450432,0.70386803150177,0.9858622550964355,0.9857147932052612,0.4220212399959564,0.9928060173988342,0.5935512781143188,0.5846160650253296,0.602763831615448
59,1.0678380296485951e-06,0.14294982847649038,0.4310929030788188,0.703209400177002,0.9854315519332886,0.9852754473686218,0.4211432933807373,0.992583155632019,0.5926823616027832,0.5685991644859314,0.618895947933197
60,1e-06,0.14238359269797096,0.42978746647737465,0.7032447457313538,0.9856981039047241,0.9855478405952454,0.42094168066978455,0.9927213191986084,0.5924826860427856,0.5785803198814392,0.6070696115493774
