epoch,train_loss,val_loss,lr,miou,oa,non_iou,landslide_iou,landslide_f1,precision,recall,tn,fp,fn,tp,best_landslide_iou
31,0.268822,0.368619,1.4741128634477315e-05,0.675607,0.987893,0.987809,0.363405,0.533085,0.785092,0.403549,3937741.0,7594.0,41003.0,27742.0,0.47418504179992144
32,0.267519,0.361374,1.3984337282619027e-05,0.683019,0.987824,0.987733,0.378305,0.548943,0.750757,0.432642,3935461.0,9874.0,39003.0,29742.0,0.47418504179992144
33,0.267911,0.353989,1.3231700256916652e-05,0.69267,0.987869,0.987771,0.397568,0.568942,0.726724,0.467452,3933251.0,12084.0,36610.0,32135.0,0.47418504179992144
34,0.264965,0.375132,1.2485280483142488e-05,0.670318,0.987537,0.987452,0.353185,0.522005,0.760616,0.397353,3936738.0,8597.0,41429.0,27316.0,0.47418504179992144
35,0.264618,0.36419,1.1747123846013451e-05,0.682368,0.987717,0.987625,0.377111,0.547685,0.7414,0.434228,3934923.0,10412.0,38894.0,29851.0,0.47418504179992144
36,0.263822,0.373183,1.1019253581563263e-05,0.672268,0.987657,0.987572,0.356964,0.526121,0.768133,0.400073,3937033.0,8302.0,41242.0,27503.0,0.47418504179992144
37,0.26362,0.359703,1.0303664731593145e-05,0.683967,0.98802,0.987932,0.380003,0.550727,0.769771,0.428729,3936520.0,8815.0,39272.0,29473.0,0.47418504179992144
38,0.263842,0.331851,9.602318675400898e-06,0.709253,0.988426,0.988324,0.430182,0.601576,0.732815,0.510204,3932547.0,12788.0,33671.0,35074.0,0.47418504179992144
39,0.261119,0.343955,8.91713775377657e-06,0.699058,0.988045,0.987945,0.410172,0.581733,0.725668,0.485446,3932719.0,12616.0,35373.0,33372.0,0.47418504179992144
40,0.263559,0.38411,8.25e-06,0.661464,0.98758,0.987502,0.335426,0.502351,0.800452,0.366034,3939062.0,6273.0,43582.0,25163.0,0.47418504179992144
41,0.263444,0.350683,7.602733992282109e-06,0.692112,0.98808,0.987986,0.396237,0.567579,0.749356,0.456775,3934832.0,10503.0,37344.0,31401.0,0.47418504179992144
42,0.26168,0.370689,6.977113841759139e-06,0.674965,0.987716,0.98763,0.3623,0.531894,0.765634,0.407491,3936760.0,8575.0,40732.0,28013.0,0.47418504179992144
43,0.260216,0.350332,6.374854329777358e-06,0.692979,0.988217,0.988124,0.397833,0.569214,0.761205,0.454564,3935532.0,9803.0,37496.0,31249.0,0.47418504179992144
44,0.258649,0.361482,5.7976062077965595e-06,0.68291,0.987879,0.987789,0.378031,0.548654,0.757175,0.430184,3935851.0,9484.0,39172.0,29573.0,0.47418504179992144
45,0.259741,0.364218,5.246951672795061e-06,0.68093,0.98782,0.98773,0.37413,0.544533,0.757137,0.425151,3935960.0,9375.0,39518.0,29227.0,0.47418504179992144
