epoch,train_loss,val_loss,lr,miou,oa,non_iou,landslide_iou,landslide_f1,precision,recall,tn,fp,fn,tp,best_landslide_iou
44,0.507903,0.715369,5.7976062077965595e-06,0.684172,0.987216,0.987115,0.38123,0.552015,0.690299,0.459888,3931151.0,14184.0,37130.0,31615.0,0.43816394307959616
45,0.510879,0.693454,5.246951672795061e-06,0.697333,0.987144,0.987029,0.407638,0.57918,0.659027,0.51659,3926961.0,18374.0,33232.0,35513.0,0.43816394307959616
46,0.504796,0.718445,4.724400030577786e-06,0.681694,0.98705,0.986948,0.376441,0.546977,0.682188,0.456499,3930715.0,14620.0,37363.0,31382.0,0.43816394307959616
47,0.507731,0.712337,4.231383558873922e-06,0.686352,0.987105,0.986999,0.385704,0.556691,0.676822,0.472776,3929816.0,15519.0,36244.0,32501.0,0.43816394307959616
48,0.505564,0.716085,3.769253581563263e-06,0.68267,0.987051,0.986948,0.378392,0.549034,0.680255,0.460252,3930463.0,14872.0,37105.0,31640.0,0.43816394307959616
49,0.506727,0.714856,3.3392767647913527e-06,0.685552,0.987393,0.987293,0.383811,0.554716,0.701955,0.458535,3931951.0,13384.0,37223.0,31522.0,0.43816394307959616
50,0.50514,0.708714,2.9426316451256386e-06,0.688885,0.987099,0.986992,0.390779,0.561957,0.671403,0.483192,3929078.0,16257.0,35528.0,33217.0,0.43816394307959616
51,0.504435,0.715415,2.580405399268667e-06,0.684365,0.987325,0.987225,0.381505,0.552304,0.698969,0.456513,3931819.0,13516.0,37362.0,31383.0,0.43816394307959616
52,0.505699,0.709048,2.2535908641822855e-06,0.687289,0.987236,0.987132,0.387447,0.558503,0.685043,0.471423,3930435.0,14900.0,36337.0,32408.0,0.43816394307959616
53,0.506296,0.714568,1.963083815790574e-06,0.685212,0.987325,0.987225,0.3832,0.554077,0.696986,0.459801,3931593.0,13742.0,37136.0,31609.0,0.43816394307959616
54,0.503737,0.714458,1.7096805137202735e-06,0.684701,0.987155,0.987052,0.38235,0.553189,0.68415,0.46431,3930599.0,14736.0,36826.0,31919.0,0.43816394307959616
55,0.503467,0.717418,1.4940755188085092e-06,0.683865,0.987399,0.9873,0.380429,0.551175,0.706593,0.4518,3932438.0,12897.0,37686.0,31059.0,0.43816394307959616
56,0.50387,0.698449,1.3168597893598172e-06,0.694274,0.987321,0.987212,0.401336,0.572791,0.677105,0.496327,3929064.0,16271.0,34625.0,34120.0,0.43816394307959616
57,0.505166,0.712401,1.1785190613705039e-06,0.686148,0.987268,0.987165,0.38513,0.556092,0.690107,0.465663,3930960.0,14375.0,36733.0,32012.0,0.43816394307959616
58,0.50439,0.705389,1.0794325171600355e-06,0.690378,0.987351,0.987246,0.393509,0.564775,0.687486,0.479235,3930359.0,14976.0,35800.0,32945.0,0.43816394307959616
59,0.50192,0.708807,1.0198717460586794e-06,0.688645,0.987425,0.987323,0.389967,0.561117,0.697376,0.469401,3931332.0,14003.0,36476.0,32269.0,0.43816394307959616
60,0.504132,0.718394,1e-06,0.683498,0.987271,0.987171,0.379825,0.550541,0.69639,0.455204,3931692.0,13643.0,37452.0,31293.0,0.43816394307959616
