epoch,train_loss,val_loss,lr,miou,oa,non_iou,landslide_iou,landslide_f1,precision,recall,tn,fp,fn,tp,best_landslide_iou
1,1.161619,0.976246,2.998012825394132e-05,0.609979,0.978568,0.978421,0.241536,0.389092,0.380104,0.398516,3900656.0,44679.0,41349.0,27396.0,0.24153618281845113
2,0.92874,0.911809,2.992056748283996e-05,0.632777,0.978965,0.978786,0.286768,0.445718,0.406142,0.49384,3895695.0,49640.0,34796.0,33949.0,0.2867677492925624
3,0.84238,0.884444,2.9821480938629495e-05,0.650597,0.985242,0.985141,0.316053,0.480305,0.605071,0.398196,3927468.0,17867.0,41371.0,27374.0,0.3160532027894518
4,0.752139,0.823623,2.968314021064018e-05,0.658595,0.985833,0.985733,0.331456,0.497885,0.633431,0.410124,3929019.0,16316.0,40551.0,28194.0,0.33145624904480314
5,0.730167,0.810038,2.9505924481191486e-05,0.672063,0.98631,0.986205,0.357922,0.527161,0.645292,0.445589,3928497.0,16838.0,38113.0,30632.0,0.3579215498405057
6,0.696228,0.743176,2.9290319486279726e-05,0.696084,0.98462,0.984455,0.407713,0.579256,0.54493,0.618198,3909845.0,35490.0,26247.0,42498.0,0.4077133400489279
7,0.659746,0.738244,2.9036916184209422e-05,0.690368,0.986433,0.986312,0.394425,0.565717,0.626066,0.515979,3924149.0,21186.0,33274.0,35471.0,0.4077133400489279
8,0.66312,0.748867,2.874640913581771e-05,0.692603,0.987617,0.987515,0.39769,0.569068,0.704301,0.477402,3931556.0,13779.0,35926.0,32819.0,0.4077133400489279
9,0.623427,0.696399,2.841959460073133e-05,0.713587,0.986487,0.986342,0.440833,0.611914,0.602101,0.622053,3917075.0,28260.0,25982.0,42763.0,0.44083294675532186
10,0.614322,0.709487,2.805736835487436e-05,0.69887,0.987092,0.986975,0.410765,0.58233,0.653087,0.525405,3926149.0,19186.0,32626.0,36119.0,0.44083294675532186
11,0.599422,0.720204,2.7660723235208646e-05,0.692807,0.986548,0.986427,0.399188,0.570599,0.629344,0.521885,3924205.0,21130.0,32868.0,35877.0,0.44083294675532186
12,0.584878,0.745732,2.7230746418436735e-05,0.666096,0.986289,0.986188,0.346004,0.51412,0.653889,0.42358,3929922.0,15413.0,39626.0,29119.0,0.44083294675532186
